"indicator","sector","emissions_source","total_impact","total_impact_units","impact_per_purchase","impact_per_purchase_units","group_detail"
"Lead","111-112","33291A/US",0.00596538902105906,"tons",1.86587798597039e-05,"kg / million $","Manufacturing"
"Lead","111-112","332991/US",0.0012637606298588,"tons",3.95284051126474e-06,"kg / million $","Manufacturing"
"Lead","111-112","332996/US",0.000472161759920169,"tons",1.47684623842969e-06,"kg / million $","Manufacturing"
"Lead","111-112","332999/US",0.00875803288988553,"tons",2.73937218712032e-05,"kg / million $","Manufacturing"
"Lead","111-112","33299A/US",0.00205895091035977,"tons",6.44006814018638e-06,"kg / million $","Manufacturing"
"Lead","111-112","333111/US",0.00535841383006005,"tons",1.67602588363187e-05,"kg / million $","Manufacturing"
"Lead","111-112","333112/US",1.33931310772581e-05,"tons",4.18915654151844e-08,"kg / million $","Manufacturing"
"Lead","111-112","333120/US",0.000163766513007736,"tons",5.12235380427914e-07,"kg / million $","Manufacturing"
"Lead","111-112","333130/US",0.00124562124698502,"tons",3.89610343164797e-06,"kg / million $","Manufacturing"
"Lead","111-112","333242/US",2.47728871530265e-06,"tons",7.74856168216079e-09,"kg / million $","Manufacturing"
"Lead","111-112","33329A/US",9.87816209826164e-05,"tons",3.08973063381561e-07,"kg / million $","Manufacturing"
"Lead","111-112","333314/US",1.9484911168986e-06,"tons",6.09456762676394e-09,"kg / million $","Manufacturing"
"Lead","111-112","333316/US",2.131953989512e-06,"tons",6.6684100602478e-09,"kg / million $","Manufacturing"
"Lead","111-112","333318/US",6.70977640380131e-05,"tons",2.09871041744966e-07,"kg / million $","Manufacturing"
"Lead","111-112","333413/US",7.75148174650793e-05,"tons",2.42453913707924e-07,"kg / million $","Manufacturing"
"Lead","111-112","333414/US",9.40774750557437e-06,"tons",2.94259249585415e-08,"kg / million $","Manufacturing"
"Lead","111-112","333415/US",0.00011049169323875,"tons",3.4560029080916e-07,"kg / million $","Manufacturing"
"Lead","111-112","333511/US",4.41837427550454e-05,"tons",1.38199659156146e-07,"kg / million $","Manufacturing"
"Lead","111-112","333514/US",0.000132310465573423,"tons",4.13845910393142e-07,"kg / million $","Manufacturing"
"Lead","111-112","333517/US",1.50596365092602e-05,"tons",4.71041270571756e-08,"kg / million $","Manufacturing"
"Lead","111-112","33351B/US",7.99281874946989e-05,"tons",2.5000254799543e-07,"kg / million $","Manufacturing"
"Lead","111-112","333611/US",6.52006153576903e-05,"tons",2.03937065023195e-07,"kg / million $","Manufacturing"
"Lead","111-112","333612/US",4.36755774267925e-05,"tons",1.36610199531848e-07,"kg / million $","Manufacturing"
"Lead","111-112","333613/US",9.22248303122894e-05,"tons",2.8846447403862e-07,"kg / million $","Manufacturing"
"Lead","111-112","333618/US",0.000731169258391013,"tons",2.28698014234097e-06,"kg / million $","Manufacturing"
"Lead","111-112","333912/US",1.13830422108922e-05,"tons",3.56043299099122e-08,"kg / million $","Manufacturing"
"Lead","111-112","333914/US",1.04877862483665e-05,"tons",3.2804112880665e-08,"kg / million $","Manufacturing"
"Lead","111-112","333920/US",0.00109414343048531,"tons",3.42230512248174e-06,"kg / million $","Manufacturing"
"Lead","111-112","333991/US",1.38655677804101e-05,"tons",4.33692716319355e-08,"kg / million $","Manufacturing"
"Lead","111-112","333993/US",2.0701965387672e-05,"tons",6.47524266176367e-08,"kg / million $","Manufacturing"
"Lead","111-112","333994/US",1.55858555520786e-06,"tons",4.87500558043655e-09,"kg / million $","Manufacturing"
"Lead","111-112","33399A/US",0.000231760044772441,"tons",7.2490823991834e-07,"kg / million $","Manufacturing"
"Lead","111-112","33399B/US",0.000189248547162876,"tons",5.91939095307151e-07,"kg / million $","Manufacturing"
"Lead","111-112","334111/US",0.000162909856250083,"tons",5.09555895519227e-07,"kg / million $","Manufacturing"
"Lead","111-112","334112/US",2.02538522918185e-07,"tons",6.33508007423979e-10,"kg / million $","Manufacturing"
"Lead","111-112","334118/US",0.000157374423080858,"tons",4.92241948588346e-07,"kg / million $","Manufacturing"
"Lead","111-112","334210/US",2.89789728519579e-06,"tons",9.06415781261193e-09,"kg / million $","Manufacturing"
"Lead","111-112","334220/US",0.000250086583175857,"tons",7.8223071200735e-07,"kg / million $","Manufacturing"
"Lead","111-112","334290/US",1.51304908025746e-05,"tons",4.73257479198555e-08,"kg / million $","Manufacturing"
"Lead","111-112","334300/US",1.18096456182775e-06,"tons",3.69386769303165e-09,"kg / million $","Manufacturing"
"Lead","111-112","334413/US",0.00146019754786079,"tons",4.56726367736149e-06,"kg / million $","Manufacturing"
"Lead","111-112","334418/US",0.000159709231524506,"tons",4.99544854838185e-07,"kg / million $","Manufacturing"
"Lead","111-112","33441A/US",0.000817614725892863,"tons",2.55736769666343e-06,"kg / million $","Manufacturing"
"Lead","111-112","334510/US",4.56021416030513e-09,"tons",1.42636183205923e-11,"kg / million $","Manufacturing"
"Lead","111-112","334511/US",2.8339710141845e-06,"tons",8.86420669226745e-09,"kg / million $","Manufacturing"
"Lead","111-112","334512/US",1.63469376941602e-05,"tons",5.11305986481133e-08,"kg / million $","Manufacturing"
"Lead","111-112","334513/US",0.000160336519322494,"tons",5.01506910437578e-07,"kg / million $","Manufacturing"
"Lead","111-112","334514/US",3.70057755597566e-06,"tons",1.15748129295435e-08,"kg / million $","Manufacturing"
"Lead","111-112","334515/US",9.749891758546e-07,"tons",3.04960972933085e-09,"kg / million $","Manufacturing"
"Lead","111-112","334516/US",2.17789417275525e-06,"tons",6.81210358347391e-09,"kg / million $","Manufacturing"
"Lead","111-112","334517/US",7.60410777532854e-10,"tons",2.37844292314283e-12,"kg / million $","Manufacturing"
"Lead","111-112","33451A/US",0.000160143619851772,"tons",5.00903551839079e-07,"kg / million $","Manufacturing"
"Lead","111-112","334610/US",2.76097132133318e-06,"tons",8.63587536401202e-09,"kg / million $","Manufacturing"
"Lead","111-112","335110/US",3.42397303921233e-05,"tons",1.07096383754168e-07,"kg / million $","Manufacturing"
"Lead","111-112","335120/US",0.0001315486768205,"tons",4.11463157384041e-07,"kg / million $","Manufacturing"
"Lead","111-112","335210/US",6.1710428237967e-06,"tons",1.93020319626341e-08,"kg / million $","Manufacturing"
"Lead","111-112","335220/US",5.86743088981503e-06,"tons",1.83523825401163e-08,"kg / million $","Manufacturing"
"Lead","111-112","335311/US",1.44102946052367e-05,"tons",4.50730897521343e-08,"kg / million $","Manufacturing"
"Lead","111-112","335312/US",0.000293166373971744,"tons",9.1697738653686e-07,"kg / million $","Manufacturing"
"Lead","111-112","335313/US",4.96951309901952e-05,"tons",1.55438397390651e-07,"kg / million $","Manufacturing"
"Lead","111-112","335314/US",0.000567364467013742,"tons",1.77462503331396e-06,"kg / million $","Manufacturing"
"Lead","111-112","335911/US",0.423958711283138,"tons",0.00132607483527226,"kg / million $","Manufacturing"
"Lead","111-112","335912/US",2.4764036158403e-06,"tons",7.74579323303475e-09,"kg / million $","Manufacturing"
"Lead","111-112","335920/US",0.00190486342147163,"tons",5.95810719444609e-06,"kg / million $","Manufacturing"
"Lead","111-112","335930/US",0.000996413880950194,"tons",3.11662276980927e-06,"kg / million $","Manufacturing"
"Lead","111-112","335991/US",0.000367631882981531,"tons",1.14989355258226e-06,"kg / million $","Manufacturing"
"Lead","111-112","335999/US",4.92548213662995e-05,"tons",1.54061179523823e-07,"kg / million $","Manufacturing"
"Lead","111-112","336111/US",7.71955670214632e-09,"tons",2.41455349536079e-11,"kg / million $","Manufacturing"
"Lead","111-112","336112/US",2.98502055143977e-09,"tons",9.33666541266385e-12,"kg / million $","Manufacturing"
"Lead","111-112","336120/US",4.18582505742727e-07,"tons",1.3092589268202e-09,"kg / million $","Manufacturing"
"Lead","111-112","336211/US",2.49356932555467e-06,"tons",7.79948481921047e-09,"kg / million $","Manufacturing"
"Lead","111-112","336212/US",3.04319781288525e-06,"tons",9.51863455337193e-09,"kg / million $","Manufacturing"
"Lead","111-112","336213/US",4.87886727019395e-11,"tons",1.52603141283654e-13,"kg / million $","Manufacturing"
"Lead","111-112","336214/US",1.38518127894264e-05,"tons",4.33262482267844e-08,"kg / million $","Manufacturing"
"Lead","111-112","336310/US",0.000723675441153395,"tons",2.26354068421813e-06,"kg / million $","Manufacturing"
"Lead","111-112","336320/US",0.00183690294362625,"tons",5.74553772231263e-06,"kg / million $","Manufacturing"
"Lead","111-112","336350/US",0.000236039163902546,"tons",7.38292638079165e-07,"kg / million $","Manufacturing"
"Lead","111-112","336360/US",1.13577434869077e-05,"tons",3.55251995598392e-08,"kg / million $","Manufacturing"
"Lead","111-112","336370/US",4.10302374059851e-05,"tons",1.28336000325717e-07,"kg / million $","Manufacturing"
"Lead","111-112","336390/US",0.0124135307017344,"tons",3.88275325930409e-05,"kg / million $","Manufacturing"
"Lead","111-112","3363A0/US",0.0014114304315125,"tons",4.41472796089387e-06,"kg / million $","Manufacturing"
"Lead","111-112","336411/US",5.441594306229e-05,"tons",1.70204340215384e-07,"kg / million $","Manufacturing"
"Lead","111-112","336412/US",2.29529092397324e-05,"tons",7.17930178789746e-08,"kg / million $","Manufacturing"
"Lead","111-112","336413/US",3.77599187662538e-05,"tons",1.18106968261854e-07,"kg / million $","Manufacturing"
"Lead","111-112","336414/US",2.92005282138481e-07,"tons",9.13345677550695e-10,"kg / million $","Manufacturing"
"Lead","111-112","33641A/US",2.21084117582994e-05,"tons",6.91515652356506e-08,"kg / million $","Manufacturing"
"Lead","111-112","336500/US",0.000235597617648256,"tons",7.36911552230852e-07,"kg / million $","Manufacturing"
"Lead","111-112","336611/US",0.000320317288084201,"tons",1.00190109019234e-06,"kg / million $","Manufacturing"
"Lead","111-112","336612/US",2.99973906770312e-08,"tons",9.38270257031608e-11,"kg / million $","Manufacturing"
"Lead","111-112","336991/US",1.43665343858418e-07,"tons",4.49362148061046e-10,"kg / million $","Manufacturing"
"Lead","111-112","336992/US",4.27849721565832e-06,"tons",1.33824529122079e-08,"kg / million $","Manufacturing"
"Lead","111-112","336999/US",3.38929281456064e-05,"tons",1.06011641962851e-07,"kg / million $","Manufacturing"
"Lead","111-112","337110/US",0.000251234609075934,"tons",7.85821552850613e-07,"kg / million $","Manufacturing"
"Lead","111-112","337121/US",7.37191534624178e-06,"tons",2.305816856274e-08,"kg / million $","Manufacturing"
"Lead","111-112","337122/US",3.4596117680631e-05,"tons",1.08211106019152e-07,"kg / million $","Manufacturing"
"Lead","111-112","337127/US",6.87188096285491e-07,"tons",2.14941412295751e-09,"kg / million $","Manufacturing"
"Lead","111-112","33712N/US",6.06839671978576e-07,"tons",1.89809714163e-09,"kg / million $","Manufacturing"
"Lead","111-112","337215/US",0.000360072872365613,"tons",1.12625018003075e-06,"kg / million $","Manufacturing"
"Lead","111-112","33721A/US",1.7693464068857e-06,"tons",5.53423171315277e-09,"kg / million $","Manufacturing"
"Lead","111-112","337900/US",6.29340523177874e-07,"tons",1.96847619447996e-09,"kg / million $","Manufacturing"
"Lead","111-112","339112/US",3.21904844862127e-06,"tons",1.00686671310973e-08,"kg / million $","Manufacturing"
"Lead","111-112","339113/US",6.92869699850819e-06,"tons",2.167185267438e-08,"kg / million $","Manufacturing"
"Lead","111-112","339114/US",8.08466561901732e-09,"tons",2.52875370729435e-11,"kg / million $","Manufacturing"
"Lead","111-112","339115/US",4.9980368813895e-07,"tons",1.56330575543875e-09,"kg / million $","Manufacturing"
"Lead","111-112","339116/US",6.51944911623309e-09,"tons",2.03917909522586e-11,"kg / million $","Manufacturing"
"Lead","111-112","339910/US",1.94442157427831e-05,"tons",6.08183875030449e-08,"kg / million $","Manufacturing"
"Lead","111-112","339920/US",7.70122356232442e-06,"tons",2.40881918333409e-08,"kg / million $","Manufacturing"
"Lead","111-112","339930/US",4.13779801249773e-06,"tons",1.29423683764062e-08,"kg / million $","Manufacturing"
"Lead","111-112","339940/US",0.00011354449630633,"tons",3.55148969058293e-07,"kg / million $","Manufacturing"
